Optical Power Monitor
6.1.4945.818
Delimiter Used: , ','

Start of Measurement , 11/21/2024 14:56:47
Sample Interval , 1 s
, PM 220203310
Type, PM16-120
Serialnumber, 220203310
Sensor, Photodiode
SensorSerialnumber, 220203310
Wavelength / Responsivity, 633 nm

,,,PM 220203310, 
Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),
0, 11/21/2024, 14:56:47.961,0.0019839
1, 11/21/2024, 14:56:48.410,0.0019836
2, 11/21/2024, 14:56:49.415,0.0019838
3, 11/21/2024, 14:56:50.430,0.0019845
4, 11/21/2024, 14:56:51.436,0.0019839
5, 11/21/2024, 14:56:52.446,0.0019829
6, 11/21/2024, 14:56:53.470,0.0019821
7, 11/21/2024, 14:56:54.489,0.0019825
8, 11/21/2024, 14:56:55.498,0.0019813
9, 11/21/2024, 14:56:56.503,0.0019806
10, 11/21/2024, 14:56:57.504,0.0019806
11, 11/21/2024, 14:56:58.516,0.0019801
12, 11/21/2024, 14:56:59.537,0.0019791
13, 11/21/2024, 14:57:00.553,0.0019782
14, 11/21/2024, 14:57:01.568,0.0019767
15, 11/21/2024, 14:57:02.596,0.0019763
16, 11/21/2024, 14:57:03.603,0.001976
17, 11/21/2024, 14:57:04.609,0.0019759
18, 11/21/2024, 14:57:05.620,0.0019754
19, 11/21/2024, 14:57:06.633,0.0019751
20, 11/21/2024, 14:57:07.645,0.001975
21, 11/21/2024, 14:57:08.664,0.0019741
