Optical Power Monitor
6.1.4945.818
Delimiter Used: , ','

Start of Measurement , 12/2/2024 14:15:18
Sample Interval , 1 s
, PM 220203310
Type, PM16-120
Serialnumber, 220203310
Sensor, Photodiode
SensorSerialnumber, 220203310
Wavelength / Responsivity, 633 nm

,,,PM 220203310, 
Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),
0, 12/2/2024, 14:15:18.346,1.1279E-05
1, 12/2/2024, 14:15:19.560,1.1277E-05
2, 12/2/2024, 14:15:20.587,1.1276E-05
3, 12/2/2024, 14:15:21.600,1.1277E-05
4, 12/2/2024, 14:15:22.608,1.1276E-05
5, 12/2/2024, 14:15:23.621,1.1275E-05
6, 12/2/2024, 14:15:24.644,1.1273E-05
7, 12/2/2024, 14:15:25.645,1.1272E-05
8, 12/2/2024, 14:15:26.657,1.1268E-05
9, 12/2/2024, 14:15:27.681,1.1195E-05
10, 12/2/2024, 14:15:28.697,1.1076E-05
11, 12/2/2024, 14:15:29.704,1.0134E-05
12, 12/2/2024, 14:15:30.735,9.227E-06
13, 12/2/2024, 14:15:31.755,1.1381E-05
14, 12/2/2024, 14:15:32.777,1.1691E-05
15, 12/2/2024, 14:15:33.779,9.9349E-06
16, 12/2/2024, 14:15:34.792,1.1425E-05
17, 12/2/2024, 14:15:35.804,0.0020568
18, 12/2/2024, 14:15:36.826,0.002411
19, 12/2/2024, 14:15:37.831,0.0023393
20, 12/2/2024, 14:15:38.843,0.0022891
21, 12/2/2024, 14:15:39.855,0.0023525
22, 12/2/2024, 14:15:40.875,0.0024091
23, 12/2/2024, 14:15:41.154,0.0024091
24, 12/2/2024, 14:15:42.167,0.002473
25, 12/2/2024, 14:15:43.195,0.0025388
26, 12/2/2024, 14:15:44.221,0.0024815
27, 12/2/2024, 14:15:45.233,0.002409
28, 12/2/2024, 14:15:46.244,0.0023965
29, 12/2/2024, 14:15:47.256,0.0023114
30, 12/2/2024, 14:15:48.274,0.0023229
31, 12/2/2024, 14:15:49.286,0.0024118
32, 12/2/2024, 14:15:50.301,0.0024219
33, 12/2/2024, 14:15:51.315,0.0025106
34, 12/2/2024, 14:15:52.326,0.0025432
35, 12/2/2024, 14:15:53.346,0.0024561
36, 12/2/2024, 14:15:54.359,0.0024251
37, 12/2/2024, 14:15:55.368,0.0023776
38, 12/2/2024, 14:15:56.379,0.0023142
39, 12/2/2024, 14:15:57.387,0.0023696
40, 12/2/2024, 14:15:58.401,0.0024311
41, 12/2/2024, 14:15:59.412,0.0024608
42, 12/2/2024, 14:16:00.428,0.0025473
43, 12/2/2024, 14:16:01.439,0.0025202
44, 12/2/2024, 14:16:02.452,0.0024318
45, 12/2/2024, 14:16:03.465,0.0024367
46, 12/2/2024, 14:16:04.477,0.0023492
47, 12/2/2024, 14:16:05.492,0.0023344
48, 12/2/2024, 14:16:06.503,0.0024252
49, 12/2/2024, 14:16:07.517,0.0024375
50, 12/2/2024, 14:16:08.527,0.0025154
51, 12/2/2024, 14:16:09.537,0.0025594
52, 12/2/2024, 14:16:10.567,0.002477
53, 12/2/2024, 14:16:11.575,0.0024415
54, 12/2/2024, 14:16:12.593,0.0023966
55, 12/2/2024, 14:16:13.606,0.0023326
56, 12/2/2024, 14:16:14.617,0.0023908
57, 12/2/2024, 14:16:15.624,0.0024476
58, 12/2/2024, 14:16:16.637,0.0024802
59, 12/2/2024, 14:16:17.650,0.0025601
60, 12/2/2024, 14:16:18.660,0.0025257
61, 12/2/2024, 14:16:19.671,0.0024433
62, 12/2/2024, 14:16:20.683,0.0024395
63, 12/2/2024, 14:16:21.694,0.0023545
64, 12/2/2024, 14:16:22.711,0.0023613
65, 12/2/2024, 14:16:23.725,0.0024494
66, 12/2/2024, 14:16:24.737,0.0024551
67, 12/2/2024, 14:16:25.747,0.0025447
68, 12/2/2024, 14:16:26.759,0.0025619
69, 12/2/2024, 14:16:27.782,0.0024597
70, 12/2/2024, 14:16:28.794,0.0024599
71, 12/2/2024, 14:16:29.804,0.0023899
72, 12/2/2024, 14:16:30.817,0.0023449
73, 12/2/2024, 14:16:31.828,0.0024287
74, 12/2/2024, 14:16:32.840,0.0024549
75, 12/2/2024, 14:16:33.852,0.0025193
76, 12/2/2024, 14:16:34.860,0.0025747
77, 12/2/2024, 14:16:35.883,0.002505
78, 12/2/2024, 14:16:36.160,0.0024366
79, 12/2/2024, 14:16:37.175,0.0024655
80, 12/2/2024, 14:16:38.184,0.0023993
81, 12/2/2024, 14:16:39.197,0.0023517
82, 12/2/2024, 14:16:40.209,0.0024267
83, 12/2/2024, 14:16:41.220,0.0024623
84, 12/2/2024, 14:16:42.229,0.0025133
85, 12/2/2024, 14:16:43.245,0.002583
86, 12/2/2024, 14:16:44.273,0.0025163
87, 12/2/2024, 14:16:45.281,0.0024614
88, 12/2/2024, 14:16:46.290,0.0024436
89, 12/2/2024, 14:16:47.306,0.0023583
90, 12/2/2024, 14:16:48.319,0.0023996
91, 12/2/2024, 14:16:49.330,0.002471
92, 12/2/2024, 14:16:50.340,0.0024868
93, 12/2/2024, 14:16:51.352,0.0025749
94, 12/2/2024, 14:16:52.365,0.0025624
95, 12/2/2024, 14:16:53.380,0.002468
96, 12/2/2024, 14:16:54.392,0.0024758
97, 12/2/2024, 14:16:55.402,0.0023905
98, 12/2/2024, 14:16:56.413,0.0023762
99, 12/2/2024, 14:16:57.427,0.0024691
100, 12/2/2024, 14:16:58.436,0.0024727
101, 12/2/2024, 14:16:59.450,0.0025578
102, 12/2/2024, 14:17:00.464,0.0025864
103, 12/2/2024, 14:17:01.482,0.0025
104, 12/2/2024, 14:17:02.494,0.0024858
105, 12/2/2024, 14:17:03.505,0.002429
106, 12/2/2024, 14:17:04.516,0.0023734
107, 12/2/2024, 14:17:05.528,0.0024438
108, 12/2/2024, 14:17:06.538,0.0024817
109, 12/2/2024, 14:17:07.555,0.0025296
110, 12/2/2024, 14:17:08.570,0.0025989
111, 12/2/2024, 14:17:09.599,0.0025411
112, 12/2/2024, 14:17:10.610,0.0024841
113, 12/2/2024, 14:17:11.622,0.0024701
114, 12/2/2024, 14:17:12.632,0.0023889
115, 12/2/2024, 14:17:13.644,0.0024174
116, 12/2/2024, 14:17:14.653,0.0024945
117, 12/2/2024, 14:17:15.668,0.0024993
118, 12/2/2024, 14:17:16.676,0.0025924
119, 12/2/2024, 14:17:17.690,0.0025831
120, 12/2/2024, 14:17:18.705,0.0024932
121, 12/2/2024, 14:17:19.724,0.0025008
122, 12/2/2024, 14:17:20.737,0.0024217
123, 12/2/2024, 14:17:21.752,0.0023964
124, 12/2/2024, 14:17:22.761,0.0024845
125, 12/2/2024, 14:17:23.774,0.0024896
126, 12/2/2024, 14:17:24.788,0.0025657
127, 12/2/2024, 14:17:25.799,0.0026086
128, 12/2/2024, 14:17:26.819,0.0025327
129, 12/2/2024, 14:17:27.830,0.0025017
130, 12/2/2024, 14:17:28.845,0.0024691
131, 12/2/2024, 14:17:29.855,0.002397
132, 12/2/2024, 14:17:30.864,0.0024476
133, 12/2/2024, 14:17:31.874,0.002507
134, 12/2/2024, 14:17:32.152,0.0024865
135, 12/2/2024, 14:17:33.161,0.0025504
136, 12/2/2024, 14:17:34.173,0.0026147
137, 12/2/2024, 14:17:35.182,0.0025592
138, 12/2/2024, 14:17:36.196,0.0024986
139, 12/2/2024, 14:17:37.209,0.0024965
140, 12/2/2024, 14:17:38.221,0.0024097
141, 12/2/2024, 14:17:39.234,0.0024331
142, 12/2/2024, 14:17:40.245,0.0025115
143, 12/2/2024, 14:17:41.260,0.0025099
144, 12/2/2024, 14:17:42.274,0.0025974
145, 12/2/2024, 14:17:43.285,0.0026098
146, 12/2/2024, 14:17:44.296,0.0025104
147, 12/2/2024, 14:17:45.310,0.0025216
148, 12/2/2024, 14:17:46.327,0.0024553
149, 12/2/2024, 14:17:47.339,0.0024066
150, 12/2/2024, 14:17:48.349,0.0024811
151, 12/2/2024, 14:17:49.359,0.0025113
152, 12/2/2024, 14:17:50.369,0.0025483
153, 12/2/2024, 14:17:51.388,0.0026253
154, 12/2/2024, 14:17:52.399,0.0025717
155, 12/2/2024, 14:17:53.411,0.0025052
156, 12/2/2024, 14:17:54.424,0.0025127
157, 12/2/2024, 14:17:55.436,0.0024245
158, 12/2/2024, 14:17:56.447,0.0024307
159, 12/2/2024, 14:17:57.460,0.0025158
160, 12/2/2024, 14:17:58.469,0.0025087
161, 12/2/2024, 14:17:59.479,0.0025915
162, 12/2/2024, 14:18:00.499,0.0026223
163, 12/2/2024, 14:18:01.510,0.002539
164, 12/2/2024, 14:18:02.526,0.0025196
165, 12/2/2024, 14:18:03.539,0.0024849
166, 12/2/2024, 14:18:04.553,0.0024144
167, 12/2/2024, 14:18:05.566,0.0024633
168, 12/2/2024, 14:18:06.576,0.0025248
169, 12/2/2024, 14:18:07.586,0.0025307
170, 12/2/2024, 14:18:08.599,0.0026168
171, 12/2/2024, 14:18:09.609,0.0026104
172, 12/2/2024, 14:18:10.620,0.002515
173, 12/2/2024, 14:18:11.633,0.0025322
174, 12/2/2024, 14:18:12.646,0.002462
175, 12/2/2024, 14:18:13.659,0.0024169
176, 12/2/2024, 14:18:14.680,0.0024938
177, 12/2/2024, 14:18:15.691,0.0025215
178, 12/2/2024, 14:18:16.703,0.0025558
179, 12/2/2024, 14:18:17.719,0.0026339
180, 12/2/2024, 14:18:18.743,0.0025882
181, 12/2/2024, 14:18:19.756,0.0025149
182, 12/2/2024, 14:18:20.769,0.0025299
183, 12/2/2024, 14:18:21.785,0.002444
184, 12/2/2024, 14:18:22.798,0.0024314
185, 12/2/2024, 14:18:23.811,0.0025168
186, 12/2/2024, 14:18:24.824,0.0025184
187, 12/2/2024, 14:18:25.836,0.0025809
188, 12/2/2024, 14:18:26.850,0.0026374
189, 12/2/2024, 14:18:27.873,0.0025807
