Optical Power Monitor
6.1.4945.818
Delimiter Used: , ','

Start of Measurement , 12/2/2024 16:25:05
Sample Interval , 1 s
, PM 220203310
Type, PM16-120
Serialnumber, 220203310
Sensor, Photodiode
SensorSerialnumber, 220203310
Wavelength / Responsivity, 633 nm

,,,PM 220203310, 
Samples ,Date (MM/dd/yyyy) ,Time of day (hh:mm:ss) ,Power (W),
0, 12/2/2024, 16:25:05.310,4.0839E-05
1, 12/2/2024, 16:25:06.509,4.0834E-05
2, 12/2/2024, 16:25:07.525,4.0829E-05
3, 12/2/2024, 16:25:08.540,4.0824E-05
4, 12/2/2024, 16:25:09.563,4.0821E-05
5, 12/2/2024, 16:25:10.585,4.0813E-05
6, 12/2/2024, 16:25:11.609,4.081E-05
7, 12/2/2024, 16:25:12.616,4.0808E-05
8, 12/2/2024, 16:25:13.637,4.0809E-05
9, 12/2/2024, 16:25:14.653,4.0804E-05
10, 12/2/2024, 16:25:15.669,4.0798E-05
11, 12/2/2024, 16:25:16.690,4.0803E-05
12, 12/2/2024, 16:25:17.701,4.0799E-05
13, 12/2/2024, 16:25:18.715,4.0795E-05
14, 12/2/2024, 16:25:19.718,4.0798E-05
15, 12/2/2024, 16:25:20.732,4.0797E-05
16, 12/2/2024, 16:25:21.743,4.0798E-05
17, 12/2/2024, 16:25:22.753,4.0798E-05
18, 12/2/2024, 16:25:23.766,4.0798E-05
19, 12/2/2024, 16:25:24.776,4.0795E-05
20, 12/2/2024, 16:25:25.792,4.0797E-05
